Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Material/Design Material/Button_SelectVariables""))",Chrome 76.0.3809.132,,,2019-09-04 13:24:33,2019-09-04 13:24:39,5.816s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 13:24:39,2019-09-04 13:24:40,1.008s,PASSED
"click(findTestObject(""Material/Design Material/span_Retina_Test Retina_Test_k-checkbox-label""))",Chrome 76.0.3809.132,,,2019-09-04 13:24:40,2019-09-04 13:24:42,2.397s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 13:24:42,2019-09-04 13:24:43,1.008s,PASSED
"click(findTestObject(""Material/Design Material/button_Save_templatevarable""))",Chrome 76.0.3809.132,,,2019-09-04 13:24:43,2019-09-04 13:24:45,2.284s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 13:24:45,2019-09-04 13:24:46,1.007s,PASSED
"click(findTestObject(""Material/Design Material/dropdown_AssetGroup""))",Chrome 76.0.3809.132,,,2019-09-04 13:24:46,2019-09-04 13:24:50,3.612s,FAILED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 13:24:50,2019-09-04 13:24:51,1.001s,PASSED
"click(findTestObject(""Material/Design Material/AssetGroup_Option""))",Chrome 76.0.3809.132,,,2019-09-04 13:24:51,2019-09-04 13:25:23,32.023s,FAILED
"click(findTestObject(""Material/Design Material/Button_SaveCustomisationStep""))",Chrome 76.0.3809.132,,,2019-09-04 13:25:23,2019-09-04 13:25:27,3.617s,FAILED
"click(findTestObject(""Material/Design Material/Material_Design_CustomSize""))",Chrome 76.0.3809.132,,,2019-09-04 13:25:27,2019-09-04 13:25:30,3.621s,FAILED
"click(findTestObject(""Material/Design Material/button_design_Save""))",Chrome 76.0.3809.132,,,2019-09-04 13:25:30,2019-09-04 13:25:34,3.596s,FAILED
